# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 1
# model = mean_sd_model
# start_datetime = 2024-02-24 12:01:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = mean_sd_data.json
# init = 2 (Default)
# random
#   seed = 3794250660 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.34.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mean_x,mean_y,sigma_x,sigma_y
# Adaptation terminated
# Step size = 0.362684
# Diagonal elements of inverse mass matrix:
# 0.207654, 0.16358, 0.207514, 0.240474
-0.428751,0.972114,0.362684,3,7,0,1.06826,2.57031,4.26387,0.647174,0.653543
0.648804,0.991412,0.362684,2,7,0,1.34641,1.96569,4.43953,0.579105,0.600575
1.34494,0.991642,0.362684,3,7,0,-0.458819,2.08749,4.09467,0.5347,0.431839
1.06576,0.988946,0.362684,2,3,0,-0.887063,2.18951,4.21878,0.446917,0.375542
1.44578,0.996311,0.362684,2,7,0,-0.869261,2.11645,4.14794,0.550265,0.480555
1.37374,0.992206,0.362684,3,7,0,-1.17334,2.04798,4.24393,0.53923,0.517533
0.75255,0.958988,0.362684,2,7,0,-0.180672,2.15189,4.33229,0.781449,0.404218
-0.300686,0.951989,0.362684,3,7,0,1.03262,1.82725,4.42391,0.80577,0.752854
-0.889538,0.981564,0.362684,3,7,0,1.47872,1.67693,4.54694,0.812366,0.679012
0.197684,0.997292,0.362684,3,7,0,1.20714,2.05414,4.3885,0.766167,0.735444
-2.17307,0.975984,0.362684,2,7,0,2.86975,1.96127,4.18526,0.499916,1.64268
-4.58667,0.866323,0.362684,3,7,0,6.18516,2.40122,4.88196,1.85031,0.774029
-0.866562,0.990707,0.362684,3,7,0,6.8972,2.21807,3.63744,0.511978,0.702064
-3.98241,0.828596,0.362684,3,7,0,5.74637,2.65221,4.0071,1.17278,1.60646
-5.24876,0.980044,0.362684,3,15,0,7.57194,3.05262,4.03043,1.19291,1.67772
-1.78699,0.995328,0.362684,3,7,0,6.09924,2.34923,4.2109,1.40091,0.829684
-1.25101,0.96658,0.362684,3,15,0,3.29556,1.98224,3.75991,0.362531,0.66018
-0.758266,0.932282,0.362684,3,7,0,3.26836,2.34767,4.0474,0.368986,0.526579
-0.33087,1,0.362684,3,7,0,2.7347,1.96243,4.46378,0.731233,0.369042
0.856429,1,0.362684,2,3,0,0.585495,1.89474,4.31746,0.723336,0.450871
0.314827,0.966188,0.362684,3,7,0,0.0850093,1.96806,4.49949,0.477231,0.577817
0.343415,0.935638,0.362684,3,7,0,1.04781,2.28142,3.9448,0.61706,0.429685
0.296481,0.937594,0.362684,3,7,0,0.609126,2.10519,4.52981,0.464312,0.624897
-3.57764,0.759603,0.362684,3,7,0,5.68361,2.13734,3.93299,0.744966,2.25187
-1.09979,0.940061,0.362684,3,15,0,4.35718,1.96234,4.35172,0.415457,0.280201
0.406896,1,0.362684,2,3,0,1.16491,1.92145,4.23245,0.491935,0.310315
0.651794,0.961911,0.362684,3,7,0,0.497633,2.34935,4.13031,0.511611,0.564785
0.18127,0.974575,0.362684,2,7,0,1.87483,2.28023,4.21358,0.530352,0.814118
-0.0181542,0.978656,0.362684,3,7,0,1.38737,2.29763,4.10918,0.92706,0.336285
-0.00783329,0.868874,0.362684,3,7,0,1.86302,2.1794,4.37723,0.598492,0.902229
0.228199,0.92721,0.362684,3,7,0,1.89435,1.76302,4.06761,0.688059,0.629111
-0.688462,0.899686,0.362684,3,7,0,2.5666,2.45846,4.57398,0.676356,0.558434
-0.463095,1,0.362684,3,7,0,0.96647,1.77711,3.84975,0.654153,0.506952
0.616973,0.986684,0.362684,3,7,0,1.18028,2.36435,4.37328,0.596121,0.485016
0.94884,0.980684,0.362684,3,7,0,0.221809,2.27033,4.10783,0.608556,0.37148
0.82087,0.996901,0.362684,3,7,0,-0.372694,2.08496,4.21553,0.757776,0.608449
-1.16812,0.916892,0.362684,3,7,0,2.12717,2.75454,4.38819,1.12301,0.476363
-0.675367,0.803814,0.362684,1,3,0,3.6408,2.62083,4.05568,1.0835,0.543557
-1.35575,0.946106,0.362684,3,7,0,3.27749,2.56148,4.24637,0.890976,0.273487
0.307244,0.989658,0.362684,3,7,0,2.08144,1.90694,4.07071,0.445959,0.646366
-0.965437,0.89238,0.362684,3,7,0,2.1114,2.15119,4.67478,0.868223,0.666262
-4.48194,0.85707,0.362684,2,7,0,5.48219,2.62832,5.04728,0.712181,1.76772
-4.6189,0.97239,0.362684,2,7,0,7.256,2.57995,4.27512,1.02811,2.10274
0.634114,0.999112,0.362684,2,7,0,5.32797,2.06123,4.32013,0.547015,0.746399
-0.47113,0.890661,0.362684,3,7,0,1.56108,2.06879,4.31726,1.05896,0.331022
-0.753737,0.9737,0.362684,3,7,0,1.84705,2.24184,4.02294,0.478959,1.07498
-2.13743,0.981279,0.362684,3,7,0,3.98282,1.96107,4.54386,0.391832,0.347636
0.945052,1,0.362684,2,3,0,2.93386,2.00474,4.39467,0.511611,0.468728
0.881758,0.992766,0.362684,3,7,0,-0.538062,2.05165,4.43085,0.531921,0.533449
-0.789705,0.930139,0.362684,2,3,0,1.16409,2.41625,4.51924,0.509241,0.764603
-1.14503,0.95708,0.362684,3,7,0,2.25605,1.59276,4.13173,1.13276,0.315182
-1.13824,0.744519,0.362684,3,7,0,2.92374,1.82615,4.46922,0.874146,0.958469
0.576723,0.965745,0.362684,2,7,0,2.13834,1.98646,3.98457,0.534083,0.39393
-1.26494,0.864448,0.362684,3,7,0,2.19489,2.32565,4.55154,1.10564,0.495126
-0.0516902,1,0.362684,3,7,0,1.5492,2.46563,4.38927,0.833424,0.575623
0.148458,0.984776,0.362684,3,7,0,0.91573,1.84447,3.9441,0.686928,0.443212
0.247945,0.914093,0.362684,3,7,0,1.46746,2.09491,4.33883,0.961778,0.409898
0.869817,0.975326,0.362684,3,7,0,0.874923,1.86368,4.15251,0.534306,0.537231
0.409128,0.976918,0.362684,3,7,0,0.182333,2.0182,4.50437,0.65145,0.582503
0.633792,0.997278,0.362684,3,7,0,0.215321,2.24365,4.05382,0.457197,0.61296
-0.0963821,0.966114,0.362684,3,7,0,0.647371,2.30684,3.90219,0.476223,0.687243
-0.0197888,0.990549,0.362684,2,7,0,0.34365,2.23921,3.87143,0.492099,0.752799
-0.56402,0.925877,0.362684,3,7,0,2.46085,2.00354,3.72091,0.616162,0.867429
-3.687,0.892614,0.362684,2,3,0,3.99011,2.41284,3.65903,0.353111,0.876177
1.03339,0.953252,0.362684,3,7,0,4.86035,1.94186,4.05802,0.616768,0.503186
0.540074,0.9478,0.362684,2,7,0,1.30749,2.02129,4.10154,0.75565,0.67457
0.775535,0.955989,0.362684,3,7,0,0.892352,2.33695,4.092,0.505631,0.446699
0.702988,0.951799,0.362684,2,3,0,0.0294673,2.32996,4.08696,0.524995,0.38622
0.783824,0.975525,0.362684,3,7,0,0.331225,2.11071,4.32462,0.668239,0.656136
-0.922165,0.945614,0.362684,3,7,0,1.88027,2.47615,4.42016,1.14725,0.425359
-1.09154,0.9875,0.362684,3,7,0,1.98638,1.73396,3.91085,0.455778,0.549063
-0.599116,0.992928,0.362684,3,7,0,2.2144,2.27371,4.41017,1.1707,0.542129
0.168472,0.981242,0.362684,2,7,0,2.42871,1.96267,4.43781,0.668102,0.758994
-2.99632,0.936901,0.362684,2,3,0,3.23095,2.21711,4.28319,0.307876,1.14031
0.712612,1,0.362684,2,7,0,2.8083,1.94289,4.33941,0.661657,0.629898
-1.93338,0.9013,0.362684,3,7,0,4.12591,2.13471,4.57953,0.660716,1.50816
-1.77566,0.961156,0.362684,3,7,0,3.29577,1.80171,4.82901,0.652737,0.978892
0.985719,0.929896,0.362684,3,7,0,3.45176,1.94724,4.11576,0.490662,0.555505
-0.251067,0.951158,0.362684,3,7,0,0.710313,2.35149,4.28387,0.466672,0.772378
-0.403398,0.988121,0.362684,3,7,0,1.94606,2.07228,4.03815,0.757764,0.300994
0.0595517,1,0.362684,3,7,0,2.00942,2.3105,4.15089,0.572863,0.831697
1.00915,0.993992,0.362684,3,7,0,0.622615,1.88024,4.2698,0.633973,0.408418
0.755544,0.874378,0.362684,3,7,0,0.576564,2.2314,4.05777,0.662213,0.629648
-0.37009,0.987234,0.362684,3,7,0,0.690074,2.28372,4.41919,1.03205,0.43231
-0.714958,0.993138,0.362684,3,7,0,1.26506,2.19005,4.01069,1.13478,0.373863
-0.205633,0.908223,0.362684,3,7,0,2.08247,2.24872,4.41572,0.793837,0.356544
-0.702151,0.969229,0.362684,3,7,0,3.32936,1.78153,4.35413,0.420471,0.589572
-1.23238,0.991656,0.362684,3,7,0,2.18465,2.43702,4.03954,0.498387,0.300448
-2.54888,0.957974,0.362684,3,7,0,3.26012,1.58326,4.46529,0.947636,1.20717
0.248529,0.989914,0.362684,3,7,0,3.7111,2.43659,4.33571,0.537895,0.519554
0.379542,0.987434,0.362684,2,7,0,0.53582,2.21719,4.12619,0.988243,0.481843
-2.35412,0.88013,0.362684,3,7,0,7.72351,2.62817,4.30415,2.03025,0.443742
-1.56768,0.855795,0.362684,3,7,0,6.57299,2.30362,3.87751,1.14811,0.863802
-1.33632,0.994055,0.362684,3,7,0,2.43543,2.16168,3.64068,0.858957,0.705154
-0.0288392,0.972399,0.362684,3,7,0,3.97564,2.40632,4.47572,0.623571,0.483205
0.364912,0.981094,0.362684,2,7,0,1.26229,2.26245,4.42465,0.560336,0.390549
-0.0691584,0.955537,0.362684,3,7,0,0.780186,1.83144,3.93829,0.839505,0.586222
0.750647,0.969651,0.362684,2,3,0,3.73956,2.06059,4.31496,0.838234,0.481559
-0.0117875,0.975268,0.362684,2,7,0,1.18542,2.17769,4.33383,1.06892,0.426143
-0.45445,0.929146,0.362684,3,7,0,1.55382,1.76471,3.88278,0.784864,0.487292
-3.3298,0.732195,0.362684,2,7,0,7.18588,1.59049,4.22512,1.67288,1.05462
-3.54546,0.965568,0.362684,3,15,0,6.23905,1.54695,4.4282,0.565549,1.30273
-4.08913,0.921315,0.362684,3,7,0,6.4716,2.68228,4.04148,0.555757,0.255809
-4.13382,0.719025,0.362684,3,15,0,7.35821,2.09002,4.54073,1.17089,1.89662
-5.33723,0.873875,0.362684,3,7,0,10.1314,2.2479,4.91276,0.280386,1.2012
-4.18395,0.992096,0.362684,3,15,0,7.28573,1.56911,3.74623,2.22715,0.683766
-5.26407,0.991938,0.362684,3,7,0,6.45868,1.13425,3.49672,1.85702,1.06692
-6.45656,0.900648,0.362684,3,15,0,8.90051,1.19349,3.42724,2.32938,0.728019
-7.91545,1,0.362684,3,7,0,9.36889,0.655075,3.34021,2.43347,1.7607
-6.67487,0.994549,0.362684,3,7,0,8.643,0.893959,3.2639,1.22904,1.55488
-5.02286,0.86163,0.362684,3,7,0,10.7032,1.1097,3.95477,2.22742,1.1193
-5.16269,0.992655,0.362684,3,7,0,6.55668,1.05976,3.48028,1.28119,0.705903
-0.879583,0.98547,0.362684,2,7,0,6.98887,1.55458,3.94009,0.924072,0.521036
0.851527,0.976485,0.362684,2,7,0,1.15419,1.82742,4.13198,0.687699,0.48427
-1.58824,0.871689,0.362684,2,3,0,1.7918,1.74986,4.45575,0.640392,0.316417
-2.81418,0.866582,0.362684,3,7,0,4.21086,2.11972,3.42143,0.660892,1.76011
-1.79324,0.961159,0.362684,3,7,0,3.8111,1.71978,3.60743,0.750913,0.815387
-1.84921,0.990614,0.362684,2,7,0,4.99219,1.91182,3.45368,0.610524,1.0722
-1.01662,0.97888,0.362684,2,7,0,2.25701,1.89657,3.77513,0.580006,1.04642
-0.156445,0.983301,0.362684,3,7,0,1.84404,1.91186,4.01746,0.687739,0.325234
-1.0718,0.922538,0.362684,2,3,0,1.9387,1.93219,4.36033,0.60159,0.270313
-0.59596,0.919819,0.362684,3,7,0,1.9236,2.29615,3.91049,0.533355,0.965054
-6.29085,0.939911,0.362684,3,7,0,6.75366,1.88965,3.8379,0.446679,3.80588
-4.77196,0.944868,0.362684,4,15,0,7.06081,1.92093,3.68075,0.472596,2.86809
-3.53065,1,0.362684,3,7,0,5.20636,2.14753,3.608,0.720027,2.18448
-4.28722,0.916549,0.362684,3,11,0,7.56183,1.22567,3.53983,0.906258,0.749182
0.425957,0.945435,0.362684,2,7,0,6.265,2.43074,4.22651,0.518702,0.485612
0.252784,0.943158,0.362684,3,7,0,2.18679,1.7706,4.24296,0.653958,0.329905
-4.38588,0.92633,0.362684,4,15,0,5.40574,1.81053,4.18954,3.15305,0.659373
-3.50417,0.957552,0.362684,3,11,0,7.90272,3.39682,4.10845,1.6876,0.706694
-4.71938,0.994961,0.362684,3,7,0,5.09846,3.74858,4.24112,2.02389,0.294069
-3.38175,0.960465,0.362684,3,7,0,5.34379,3.10626,4.07746,1.49701,0.900823
-3.63398,0.955052,0.362684,3,7,0,6.02129,3.13837,4.40592,1.61241,0.892036
-1.02206,0.987322,0.362684,3,7,0,4.9464,2.51311,4.3834,1.2677,0.56445
0.847676,0.977211,0.362684,3,7,0,2.26713,2.32892,4.25083,0.716464,0.386564
0.0253525,0.822999,0.362684,2,3,0,0.78706,2.30688,3.99654,0.774202,0.371976
-0.561102,0.805605,0.362684,3,7,0,2.55538,1.82605,4.43529,0.444916,0.401107
-0.561266,1,0.362684,3,7,0,1.77416,2.32724,3.98047,0.423049,0.371601
0.239023,0.956629,0.362684,3,7,0,2.1149,1.85083,4.41802,0.619768,0.672658
0.163467,0.879059,0.362684,3,7,0,2.27139,1.82056,4.08773,0.594474,0.328309
-0.812157,0.996828,0.362684,3,7,0,2.23611,1.74878,4.30433,1.30503,0.392068
-2.3505,0.8328,0.362684,3,7,0,3.16164,1.63066,4.48601,1.12784,0.346453
-0.23741,0.966863,0.362684,2,7,0,3.5808,1.61525,4.32338,0.952721,0.490143
0.268942,0.978935,0.362684,3,7,0,0.795759,2.18406,3.98778,0.883606,0.535623
-0.13983,0.997766,0.362684,3,7,0,0.567997,2.45517,4.18761,0.809917,0.709915
-2.18257,0.953052,0.362684,2,3,0,2.38856,2.66702,4.16142,0.851668,1.09248
0.343285,0.984105,0.362684,3,7,0,4.51316,2.15647,4.13263,0.569592,0.839761
-0.0653466,0.985061,0.362684,2,3,0,0.36357,2.17511,4.23598,0.684535,0.909009
-0.0400229,0.96248,0.362684,2,7,0,3.83465,2.206,4.22026,0.983448,0.669044
-0.569045,0.980007,0.362684,3,7,0,1.88429,2.16331,4.5901,0.515721,0.98615
-0.176098,0.928129,0.362684,2,7,0,2.34369,1.8143,4.20892,1.02776,0.62467
1.00413,0.990339,0.362684,2,7,0,1.17875,2.0825,4.01346,0.646514,0.49114
-0.400425,0.851217,0.362684,2,3,0,1.70431,2.48887,3.98151,0.532037,0.55888
-0.509729,0.899885,0.362684,3,7,0,3.51667,1.78231,4.42237,0.735465,0.825412
0.415974,0.993141,0.362684,3,7,0,0.939185,2.49178,4.12689,0.726556,0.436619
-2.73721,0.714683,0.362684,3,7,0,5.11021,1.71255,4.71987,0.69553,1.42672
0.589489,0.978759,0.362684,3,7,0,2.9003,2.20308,4.15309,0.701773,0.701341
-2.52166,0.88544,0.362684,2,3,0,2.68559,2.68347,3.70201,0.795634,0.5457
-1.02736,0.912143,0.362684,3,7,0,4.85351,1.90303,4.09147,0.392092,0.897035
-0.0161306,1,0.362684,2,3,0,1.33134,2.05766,4.15855,0.465145,0.917101
-2.32298,0.904445,0.362684,3,7,0,3.62111,2.02553,3.25966,0.541786,1.06509
-4.73148,0.867498,0.362684,3,15,0,5.32043,2.16899,3.78062,0.474398,3.06701
-2.24432,0.976886,0.362684,3,15,0,6.65202,2.14608,4.74014,0.576338,1.62868
0.375524,0.990387,0.362684,3,7,0,2.56366,1.9418,4.40108,0.592042,0.729571
-1.4352,0.900524,0.362684,3,7,0,3.29734,1.77417,4.62895,0.519028,0.918408
-0.916203,0.891871,0.362684,3,7,0,3.4507,1.91024,4.53647,0.718985,1.01371
-0.166096,0.937961,0.362684,3,7,0,2.60804,1.75969,3.96788,0.557393,0.427376
0.684629,0.998467,0.362684,3,7,0,0.789243,2.41026,4.20638,0.683143,0.532786
-0.196489,0.943904,0.362684,2,7,0,1.54108,2.5894,4.32123,0.708277,0.409533
-0.147635,0.98061,0.362684,3,7,0,1.13484,1.67013,4.12912,0.546082,0.505172
-2.19976,0.80333,0.362684,3,7,0,4.12236,2.75792,3.93534,1.39773,0.717118
0.352316,0.93102,0.362684,3,15,0,5.82885,2.21416,4.11016,0.370556,0.436153
0.241713,0.892573,0.362684,3,7,0,0.926214,1.86568,4.4834,0.639971,0.532618
-0.288951,0.943444,0.362684,2,7,0,2.44785,1.89528,4.12461,1.20241,0.409748
0.418116,0.972333,0.362684,2,7,0,1.59002,2.03032,4.10795,0.969655,0.491715
-1.12929,0.964837,0.362684,3,7,0,1.59064,2.00721,4.03995,1.05037,0.912703
-0.477252,0.998291,0.362684,3,15,0,2.27268,2.38351,4.25902,1.27313,0.463629
0.403819,0.999976,0.362684,3,7,0,1.10387,1.93651,4.26939,0.390219,0.483678
0.409157,0.930657,0.362684,3,7,0,0.772325,2.41516,4.17214,0.621375,0.340102
0.78284,0.992213,0.362684,3,7,0,-0.0374647,2.23888,4.17884,0.593825,0.322242
0.440455,0.986148,0.362684,3,7,0,-0.255983,1.98091,4.23857,0.622611,0.779138
-1.22197,0.979693,0.362684,3,7,0,1.75427,2.13725,4.20775,0.546719,0.234116
0.272142,0.685663,0.362684,3,7,0,3.31916,2.02816,4.25015,0.384382,0.65981
1.02442,0.992606,0.362684,3,7,0,0.804941,1.97048,4.17894,0.446765,0.514545
-3.59144,0.733776,0.362684,4,15,0,4.40956,1.04265,4.39161,2.29567,0.418665
-1.09138,0.902955,0.362684,3,15,0,9.48898,2.47192,4.06331,0.671337,0.990541
-0.906073,0.988339,0.362684,3,15,0,2.29721,2.61998,4.13199,0.957401,0.7294
-0.24755,0.999212,0.362684,3,7,0,1.14595,2.35893,4.04442,1.00176,0.629542
0.406571,0.989455,0.362684,2,7,0,0.539159,2.42181,4.26749,0.86629,0.492847
-0.125802,0.900159,0.362684,3,7,0,1.64686,2.39985,4.06368,0.958167,0.615018
0.165397,0.9677,0.362684,3,7,0,1.81415,1.92632,4.21191,0.372709,0.419343
-0.809075,0.925123,0.362684,2,3,0,1.56683,2.09884,4.16648,0.298776,0.433557
-1.353,0.946986,0.362684,3,7,0,2.85161,2.06342,4.41319,1.12364,0.898821
1.30319,1,0.362684,3,7,0,1.48823,2.10265,4.15858,0.627832,0.385832
# 
#  Elapsed Time: 0.024 seconds (Warm-up)
#                0.025 seconds (Sampling)
#                0.049 seconds (Total)
# 
